h3_index,poi_reach_cbd_weighted
888c100d25fffff,
888c100d31fffff,
888c100d35fffff,
888c100d6bfffff,
888c100d83fffff,
888c100d93fffff,
888c100dbdfffff,
888c100dc9fffff,
888c100dd5fffff,
888c100de1fffff,
888c100e1bfffff,
888c100e27fffff,
888c100e33fffff,
888c100e85fffff,
888c100e91fffff,
888c100e9dfffff,
888c100ed7fffff,
888c100ee3fffff,
888c100f35fffff,
888c100f4dfffff,
888c100f59fffff,
888c100f5dfffff,
888c101015fffff,
888c101019fffff,
888c1010a1fffff,
888c1010adfffff,
888c1010b9fffff,
888c1010c5fffff,
888c1010d5fffff,
888c101117fffff,
888c101181fffff,
888c101191fffff,
888c1011bbfffff,
888c1011c7fffff,
888c1011d3fffff,
888c101465fffff,
888c101509fffff,
888c101515fffff,
888c101521fffff,
888c10155bfffff,
888c101567fffff,
888c1015adfffff,
888c1015b9fffff,
888c1015c5fffff,
888c1015d1fffff,
888c1015ddfffff,
888c1015e1fffff,
888c101725fffff,
888c101731fffff,
888c10173dfffff,
888c101805fffff,
888c10184bfffff,
888c101857fffff,
888c101863fffff,
888c10189dfffff,
888c1018a9fffff,
888c1018b5fffff,
888c1018c1fffff,
888c1018c5fffff,
888c101907fffff,
888c101913fffff,
888c101923fffff,
888c10194dfffff,
888c101959fffff,
888c101965fffff,
888c101981fffff,
888c1019abfffff,
888c1019b7fffff,
888c1019c3fffff,
888c1019dbfffff,
888c101a09fffff,
888c101a15fffff,
888c101a21fffff,
888c101a2dfffff,
888c101a3dfffff,
888c101a67fffff,
888c101a8bfffff,
888c101a9bfffff,
888c101ac5fffff,
888c101ad1fffff,
888c101addfffff,
888c101ae9fffff,
888c101b23fffff,
888c101b3bfffff,
888c101b47fffff,
888c102001fffff,
888c102005fffff,
888c10203bfffff,
888c102047fffff,
888c102053fffff,
888c102063fffff,
888c102103fffff,
888c102149fffff,
888c102155fffff,
888c102161fffff,
888c10216dfffff,
888c1021a7fffff,
888c1021b3fffff,
888c1021cbfffff,
888c102205fffff,
888c102211fffff,
888c10221dfffff,
888c102229fffff,
888c10222dfffff,
888c102257fffff,
888c102263fffff,
888c1022c1fffff,
888c1022cdfffff,
888c1022e5fffff,
888c1022e9fffff,
888c102313fffff,
888c10232bfffff,
888c102337fffff,
888c102343fffff,
888c102347fffff,
888c10282bfffff,
888c102837fffff,
888c102843fffff,
888c102889fffff,
888c102895fffff,
888c1028a1fffff,
888c1028adfffff,
888c1028dbfffff,
888c1028e7fffff,
888c10290bfffff,
888c102939fffff,
888c102945fffff,
888c102951fffff,
888c10295dfffff,
888c102969fffff,
888c10296dfffff,
888c102997fffff,
888c1029a3fffff,
888c1029bbfffff,
888c1029c7fffff,
888c1029cbfffff,
888c102a01fffff,
888c102a0dfffff,
888c102a19fffff,
888c102a29fffff,
888c102a53fffff,
888c102a6bfffff,
888c102a87fffff,
888c102ab1fffff,
888c102abdfffff,
888c102ac9fffff,
888c102ad5fffff,
888c102ae5fffff,
888c102b1bfffff,
888c102b27fffff,
888c102b33fffff,
888c102b6dfffff,
888c102d6bfffff,
888c102f01fffff,
888c102f0dfffff,
888c102f25fffff,
888c102f6bfffff,
888c10301bfffff,
888c103027fffff,
888c103033fffff,
888c103085fffff,
888c103091fffff,
888c10309dfffff,
888c1030adfffff,
888c1030d7fffff,
888c1030e3fffff,
888c10310bfffff,
888c103135fffff,
888c103141fffff,
888c10314dfffff,
888c103159fffff,
888c103193fffff,
888c1031abfffff,
888c1031b7fffff,
888c1031e5fffff,
888c1032a1fffff,
888c10330bfffff,
888c103317fffff,
888c103323fffff,
888c103333fffff,
888c10335dfffff,
888c103369fffff,
888c103527fffff,
888c10354bfffff,
888c103721fffff,
888c103767fffff,
888c103817fffff,
888c103823fffff,
888c10383bfffff,
888c103869fffff,
888c103881fffff,
888c10388dfffff,
888c103899fffff,
888c10389dfffff,
888c1038c7fffff,
888c1038d3fffff,
888c1038ebfffff,
888c103925fffff,
888c103931fffff,
888c10393dfffff,
888c103949fffff,
888c103955fffff,
888c103959fffff,
888c103983fffff,
888c10399bfffff,
888c1039a7fffff,
888c1039b7fffff,
888c1039e1fffff,
888c1039edfffff,
888c103a05fffff,
888c103a15fffff,
888c103a4bfffff,
888c103a57fffff,
888c103a63fffff,
888c103a9dfffff,
888c103aa9fffff,
888c103ab5fffff,
888c103ac1fffff,
888c103b07fffff,
888c103b13fffff,
888c103b4dfffff,
888c103b59fffff,
888c103b65fffff,
888c104007fffff,
888c104013fffff,
888c10402bfffff,
888c10403bfffff,114.0
888c104065fffff,
888c104089fffff,
888c104099fffff,
888c1040c3fffff,
888c1040dbfffff,
888c1040e7fffff,58.0
888c104121fffff,
888c10412dfffff,
888c104139fffff,102.0
888c104145fffff,
888c10418bfffff,
888c104197fffff,116.0
888c1041a3fffff,
888c1041a7fffff,
888c1041d1fffff,99.0
888c1041ddfffff,113.0
888c1041e9fffff,110.0
888c104201fffff,
888c104205fffff,
888c10423bfffff,
888c104247fffff,
888c104253fffff,
888c104263fffff,
888c10428dfffff,
888c104299fffff,
888c1042a5fffff,
888c1042b1fffff,
888c1042bdfffff,
888c1042c1fffff,
888c1042ebfffff,
888c104303fffff,
888c104349fffff,
888c104355fffff,
888c104361fffff,
888c10436dfffff,
888c104405fffff,
888c104411fffff,
888c10441dfffff,
888c104429fffff,
888c104463fffff,
888c104487fffff,
888c1044c1fffff,
888c1044cdfffff,
888c1044d9fffff,
888c1044e5fffff,
888c1044e9fffff,
888c104513fffff,
888c10452bfffff,114.0
888c104537fffff,107.0
888c104543fffff,
888c104547fffff,
888c104589fffff,
888c104595fffff,
888c1045a1fffff,
888c1045a5fffff,
888c1045dbfffff,
888c1045e7fffff,
888c104603fffff,
888c10462dfffff,
888c104639fffff,
888c104645fffff,
888c104651fffff,
888c104661fffff,
888c10468bfffff,
888c104697fffff,
888c1046a3fffff,
888c1046e9fffff,
888c104701fffff,
888c10470dfffff,
888c10471dfffff,
888c104747fffff,
888c104753fffff,
888c10476bfffff,
888c104803fffff,
888c10481bfffff,
888c104827fffff,
888c10482bfffff,
888c104855fffff,
888c104861fffff,
888c10486dfffff,
888c104885fffff,
888c104889fffff,
888c1048b3fffff,
888c1048cbfffff,
888c1048d7fffff,
888c1048e3fffff,
888c1048e7fffff,
888c104911fffff,
888c10491dfffff,
888c104945fffff,
888c104987fffff,
888c104993fffff,
888c1049a3fffff,
888c1049cdfffff,
888c1049d9fffff,
888c1049e5fffff,
888c104a01fffff,
888c104a2bfffff,
888c104a37fffff,
888c104a43fffff,
888c104a89fffff,
888c104a95fffff,
888c104aa1fffff,
888c104aadfffff,
888c104ae7fffff,
888c104b0bfffff,
888c104b39fffff,
888c104b45fffff,
888c104b51fffff,
888c104b5dfffff,
888c104b69fffff,
888c104b6dfffff,
888c104c01fffff,95.0
888c104c0dfffff,110.0
888c104c19fffff,46.0
888c104c25fffff,
888c104c29fffff,
888c104c53fffff,34.0
888c104c6bfffff,117.0
888c104c87fffff,
888c104cb1fffff,113.0
888c104cbdfffff,
888c104cc9fffff,65.0
888c104cd5fffff,120.0
888c104ce5fffff,
888c104d1bfffff,
888c104d27fffff,
888c104d33fffff,
888c104d43fffff,
888c104d6dfffff,
888c104d85fffff,
888c104d91fffff,
888c104dcbfffff,
888c104dd7fffff,
888c104de3fffff,
888c104e29fffff,
888c104e35fffff,102.0
888c104e41fffff,92.0
888c104e4dfffff,84.0
888c104e51fffff,68.0
888c104e87fffff,50.0
888c104e93fffff,84.0
888c104eabfffff,41.0
888c104ed9fffff,99.0
888c104ee5fffff,59.0
888c104f09fffff,
888c104f0dfffff,
888c104f37fffff,
888c104f43fffff,
888c104f5bfffff,
888c104f67fffff,
888c104f6bfffff,
888c105017fffff,
888c105085fffff,
888c1050bbfffff,
888c1050c7fffff,
888c1050d3fffff,
888c105183fffff,
888c105193fffff,
888c1051bdfffff,
888c1051d5fffff,
888c105285fffff,
888c105291fffff,
888c10529dfffff,
888c105409fffff,
888c105415fffff,
888c10545bfffff,
888c105467fffff,
888c1054a1fffff,
888c1054adfffff,
888c1054b9fffff,
888c1054c5fffff,
888c1054d1fffff,
888c1054d5fffff,
888c10550bfffff,
888c105517fffff,
888c105523fffff,
888c105533fffff,
888c10555dfffff,
888c105581fffff,
888c10558dfffff,
888c105591fffff,
888c1055bbfffff,
888c1055c7fffff,
888c1055d3fffff,
888c105619fffff,
888c105625fffff,
888c105631fffff,
888c10563dfffff,
888c10564dfffff,
888c105683fffff,
888c10569bfffff,
888c1056abfffff,
888c1056d5fffff,
888c1056e1fffff,
888c1056edfffff,
888c105733fffff,
888c10574bfffff,
888c105757fffff,
888c105813fffff,
888c105817fffff,
888c1058abfffff,
888c1058b7fffff,
888c1058c3fffff,
888c1058d3fffff,
888c1059b9fffff,
888c1059c5fffff,
888c1059d1fffff,
888c1059ddfffff,
888c1059edfffff,
888c106003fffff,
888c106013fffff,95.0
888c10603dfffff,
888c106049fffff,
888c106055fffff,
888c106061fffff,
888c10609bfffff,91.0
888c1060a7fffff,81.0
888c1060b3fffff,80.5
888c106105fffff,
888c106111fffff,
888c10611dfffff,
888c106121fffff,
888c10614bfffff,
888c106157fffff,
888c106163fffff,111.41176470588235
888c1061a9fffff,
888c1061b5fffff,
888c1061c1fffff,
888c1061cdfffff,
888c1061d9fffff,
888c1061ddfffff,
888c106207fffff,
888c106213fffff,
888c10622bfffff,
888c106237fffff,
888c10623bfffff,
888c106265fffff,97.41176470588235
888c106289fffff,105.0
888c106299fffff,112.0
888c1062c3fffff,
888c1062dbfffff,
888c1062e7fffff,120.0
888c106321fffff,64.41176470588235
888c10632dfffff,61.21739130434783
888c106339fffff,89.41176470588235
888c106345fffff,43.08695652173913
888c106355fffff,54.04347826086956
888c106401fffff,
888c10643bfffff,
888c106447fffff,
888c106453fffff,
888c106463fffff,
888c10648dfffff,
888c106499fffff,
888c1064a5fffff,
888c1064b1fffff,
888c1064bdfffff,
888c1064c1fffff,
888c1064ebfffff,
888c106503fffff,
888c10651bfffff,
888c106549fffff,108.0
888c106555fffff,
888c106561fffff,53.0
888c10656dfffff,81.5
888c1065a7fffff,
888c1065b3fffff,
888c1065cbfffff,
888c1065dbfffff,
888c106605fffff,
888c106611fffff,
888c10661dfffff,
888c106629fffff,
888c106663fffff,
888c106687fffff,
888c106697fffff,
888c1066c1fffff,
888c1066cdfffff,
888c1066d9fffff,
888c1066e5fffff,
888c10672bfffff,74.0
888c106737fffff,
888c106743fffff,121.0
888c106803fffff,44.0
888c10682dfffff,86.0
888c106839fffff,34.0
888c106845fffff,
888c106851fffff,90.0
888c10685dfffff,97.0
888c106861fffff,85.0
888c10688bfffff,
888c106897fffff,
888c1068a3fffff,
888c1068e9fffff,113.0
888c1069d9fffff,
888c106a03fffff,
888c106a1bfffff,
888c106a27fffff,
888c106a61fffff,82.41176470588235
888c106a6dfffff,83.0
888c106a85fffff,
888c106a89fffff,
888c106ab3fffff,
888c106acbfffff,
888c106ad7fffff,
888c106ae3fffff,
888c106ae7fffff,
888c106b11fffff,
888c106b1dfffff,106.0
888c106b41fffff,100.0
888c106b45fffff,
888c106c01fffff,
888c106c2bfffff,
888c106c37fffff,
888c106c43fffff,
888c106c89fffff,
888c106c95fffff,
888c106ca1fffff,
888c106cadfffff,
888c106cbdfffff,
888c106ce7fffff,
888c106d0bfffff,
888c106d45fffff,
888c106d51fffff,
888c106d5dfffff,
888c106d69fffff,
888c106da3fffff,
888c106dbbfffff,
888c106dc7fffff,
888c106dcbfffff,
888c106e01fffff,62.0
888c106e0dfffff,90.0
888c106e19fffff,56.0
888c106e25fffff,
888c106e29fffff,96.0
888c106e53fffff,38.0
888c106e6bfffff,65.0
888c106e83fffff,
888c106e87fffff,
888c106eb1fffff,
888c106ebdfffff,
888c106ec9fffff,91.0
888c106ed5fffff,
888c106ee1fffff,121.0
888c106ee5fffff,
888c106f1bfffff,
888c106f27fffff,
888c106f33fffff,
888c106f43fffff,
888c106f6dfffff,
888c107029fffff,100.0
888c107035fffff,
888c107041fffff,
888c10704dfffff,
888c107087fffff,
888c107093fffff,
888c1070abfffff,
888c1070d9fffff,
888c1070e5fffff,
888c107109fffff,
888c10710dfffff,
888c107137fffff,76.75
888c107143fffff,
888c10715bfffff,
888c107167fffff,
888c10716bfffff,
888c107195fffff,
888c1071a1fffff,72.8695652173913
888c1071adfffff,81.08695652173913
888c1071b9fffff,100.56521739130434
888c1071c5fffff,109.0
888c1071c9fffff,
888c10720bfffff,
888c107217fffff,
888c107223fffff,
888c107227fffff,
888c107251fffff,
888c10725dfffff,
888c107269fffff,
888c107285fffff,
888c1072bbfffff,
888c1072c7fffff,
888c1072d3fffff,
888c1072e3fffff,
888c10730dfffff,
888c107319fffff,
888c107325fffff,
888c107331fffff,
888c107341fffff,
888c10736bfffff,
888c10741bfffff,
888c107427fffff,
888c107433fffff,
888c10744bfffff,
888c107485fffff,
888c107491fffff,
888c10749dfffff,
888c1074a9fffff,
888c1074adfffff,
888c1074d7fffff,
888c1074e3fffff,
888c107507fffff,
888c10750bfffff,
888c107535fffff,
888c107541fffff,
888c10754dfffff,
888c107559fffff,
888c107569fffff,
888c107593fffff,
888c1075abfffff,
888c1075b7fffff,
888c1075c7fffff,
888c107609fffff,
888c107615fffff,
888c107625fffff,
888c10765bfffff,
888c107667fffff,
888c1076adfffff,
888c1076b9fffff,
888c1076c5fffff,
888c1076d1fffff,
888c10770bfffff,
888c107717fffff,
888c107723fffff,
888c107733fffff,
888c10775dfffff,
888c107769fffff,
888c107819fffff,94.88888888888889
888c107825fffff,109.33333333333333
888c107831fffff,76.22222222222223
888c10783dfffff,91.66666666666667
888c107849fffff,
888c10784dfffff,
888c107883fffff,39.16
888c10789bfffff,60.411764705882355
888c1078abfffff,35.4
888c1078d5fffff,60.25806451612903
888c1078e1fffff,36.48
888c1078edfffff,55.18518518518518
888c107909fffff,90.33333333333333
888c107933fffff,83.0
888c10794bfffff,106.66666666666667
888c107957fffff,97.66666666666667
888c107967fffff,48.0
888c107991fffff,54.925925925925924
888c10799dfffff,51.666666666666664
888c1079a9fffff,104.17647058823529
888c1079b5fffff,101.6842105263158
888c107a07fffff,
888c107a13fffff,109.75
888c107a4dfffff,
888c107a59fffff,
888c107a65fffff,
888c107aabfffff,94.16129032258064
888c107ab7fffff,67.45161290322581
888c107ac3fffff,73.5
888c107ad3fffff,76.65217391304348
888c107b09fffff,98.0
888c107b15fffff,93.0
888c107b21fffff,75.0
888c107b2dfffff,82.0
888c107b31fffff,68.0
888c107b5bfffff,
888c107b67fffff,74.0
888c10c505fffff,
888c10c53bfffff,
888c10c58dfffff,
888c10c599fffff,
888c10c5a5fffff,
888c10c5b1fffff,
888c10c5b5fffff,
888c10c5ebfffff,
888c10cc11fffff,
888c10cc1dfffff,
888c10cc39fffff,
888c10cc87fffff,
888c10cc93fffff,
888c10cc97fffff,
888c10ccc1fffff,
888c10cccdfffff,
888c10ccd9fffff,
888c10cce5fffff,
888c10cd95fffff,
888c10cda1fffff,
888c10cdb1fffff,
888c10cddbfffff,
888c10ce39fffff,
888c10ce51fffff,
888c10ce97fffff,
888c10cea3fffff,
888c10cebbfffff,
888c1294d1fffff,
888c129697fffff,
888c1296d1fffff,
888c12a26dfffff,
888c12a329fffff,
888c12a341fffff,
888c12b025fffff,
888c12b031fffff,
888c12b03dfffff,
888c12b049fffff,
888c12b0a7fffff,
888c12b0d5fffff,
888c12b0e1fffff,
888c12b0edfffff,
888c12b133fffff,
888c12b157fffff,
888c12b191fffff,
888c12b19dfffff,
888c12b1a9fffff,
888c12b1b5fffff,
888c12b1c1fffff,
888c12b1c5fffff,
888c12b207fffff,
888c12b213fffff,
888c12b223fffff,
888c12b24dfffff,
888c12b259fffff,
888c12b265fffff,
888c12b281fffff,
888c12b2abfffff,
888c12b2b7fffff,
888c12b2c3fffff,
888c12b315fffff,
888c12b44bfffff,
888c12b605fffff,
888c12b611fffff,45.0
888c12b64bfffff,
888c12b657fffff,54.0
888c12b663fffff,
888c12b6a9fffff,101.0
888c12b6c1fffff,50.0
888c12b6cdfffff,26.0
888c12b6d1fffff,81.0
888c12b759fffff,
888c12ba9bfffff,
888c12bab3fffff,
888c12bacbfffff,
888c138939fffff,
888c138945fffff,
888c138951fffff,
888c13895dfffff,
888c138b03fffff,
888c138b1bfffff,
888c138b27fffff,
888c138b37fffff,
888c138b61fffff,
888c138b6dfffff,
888c139027fffff,
888c13906dfffff,
888c139129fffff,
888c139135fffff,
888c139141fffff,
888c13914dfffff,
888c13915dfffff,
888c1391e5fffff,
888c139267fffff,
888c13930bfffff,
888c139317fffff,
888c139323fffff,
888c139327fffff,
888c139351fffff,
888c13935dfffff,
888c139369fffff,
888c13980bfffff,
888c139817fffff,
888c139823fffff,
888c139869fffff,
888c139881fffff,
888c13988dfffff,
888c1398c7fffff,
888c1398ebfffff,
888c139925fffff,
888c139931fffff,
888c13993dfffff,
888c139949fffff,
888c13994dfffff,
888c139983fffff,
888c13999bfffff,
888c1399a7fffff,
888c1399abfffff,
888c1399d5fffff,
888c1399e1fffff,
888c1399edfffff,
888c139a05fffff,
888c139a09fffff,
888c139a33fffff,
888c139a4bfffff,
888c139a57fffff,
888c139a63fffff,
888c139a67fffff,
888c139a91fffff,
888c139a9dfffff,
888c139aa9fffff,
888c139ab5fffff,
888c139ac5fffff,
888c139b07fffff,
888c139b13fffff,
888c139b23fffff,
888c139b4dfffff,
888c139b59fffff,
888c139b65fffff,
888c13d01dfffff,
888c13d041fffff,
888c13d051fffff,
888c13d0d9fffff,
888c13d20bfffff,
888c13d217fffff,
888c13d21bfffff,
888c13d245fffff,
888c13d251fffff,
888c13d25dfffff,
888c13d2a3fffff,
888c13d2bbfffff,
888c13d2c7fffff,
888c13d2d3fffff,
888c13d2d7fffff,
888c13d319fffff,
888c13d41bfffff,
888c13d433fffff,
888c13d485fffff,
888c13d491fffff,
888c13d49dfffff,
888c13d4d7fffff,
888c13d4e3fffff,
888c13d541fffff,
888c13d54dfffff,
888c13d559fffff,
888c13d55dfffff,
888c13d609fffff,
888c13d615fffff,
888c13d619fffff,
888c13d643fffff,
888c13d65bfffff,
888c13d667fffff,
888c13d6a1fffff,
888c13d6adfffff,
888c13d6b9fffff,
888c13d6c5fffff,
888c13d6d5fffff,
888c13d70bfffff,
888c13d717fffff,
888c13d723fffff,
888c13d733fffff,
888c13d75dfffff,
888c13d769fffff,
