h3_index,poi_reach_cbd_weighted
888c1044c5fffff,
888c1044d1fffff,
888c10450bfffff,
888c104517fffff,
888c104523fffff,95.0
888c104551fffff,
888c10455dfffff,
888c104569fffff,
888c104581fffff,
888c10458dfffff,
888c1045bbfffff,
888c1045c7fffff,
888c1045d3fffff,
888c10460dfffff,
888c104619fffff,
888c104625fffff,
888c104631fffff,
888c10463dfffff,
888c10466bfffff,
888c104683fffff,
888c10469bfffff,
888c1046c9fffff,
888c1046d5fffff,
888c1046e1fffff,
888c1046edfffff,
888c104727fffff,
888c10474bfffff,
888c104757fffff,
888c104807fffff,
888c104813fffff,
888c104841fffff,
888c10484dfffff,
888c104859fffff,
888c104865fffff,
888c104893fffff,
888c1048abfffff,
888c1048b7fffff,
888c1048c3fffff,
888c104909fffff,
888c104915fffff,
888c10495bfffff,
888c1049adfffff,
888c1049b9fffff,
888c1049c5fffff,
888c1049d1fffff,
888c1049ddfffff,
888c104a0bfffff,
888c104a17fffff,
888c104a23fffff,
888c104a3bfffff,
888c104a69fffff,
888c104a81fffff,
888c104a8dfffff,
888c104a99fffff,
888c104ac7fffff,
888c104ad3fffff,
888c104aebfffff,
888c104b25fffff,
888c104b31fffff,
888c104b3dfffff,
888c104b49fffff,
888c104b55fffff,
888c104c05fffff,117.0
888c104c11fffff,72.0
888c104c33fffff,114.0
888c104c4bfffff,75.0
888c104c57fffff,54.0
888c104c63fffff,
888c104c91fffff,118.0
888c104c9dfffff,
888c104ca9fffff,
888c104cb5fffff,
888c104cc1fffff,79.0
888c104d07fffff,
888c104d13fffff,
888c104d4dfffff,
888c104d59fffff,
888c104d65fffff,
888c104dabfffff,
888c104db7fffff,
888c104dc3fffff,
888c104ddbfffff,
888c104e09fffff,82.0
888c104e15fffff,70.0
888c104e21fffff,
888c104e2dfffff,
888c104e39fffff,87.0
888c104e67fffff,
888c104e8bfffff,69.0
888c104e97fffff,69.0
888c104eb9fffff,69.0
888c104ec5fffff,61.0
888c104ed1fffff,96.0
888c104eddfffff,80.0
888c104ee9fffff,55.0
888c104f17fffff,
888c104f23fffff,
888c104f3bfffff,
888c104f47fffff,
888c104f53fffff,
888c105031fffff,
888c10509bfffff,
888c1050a7fffff,
888c1050b3fffff,
888c1050edfffff,
888c1051a9fffff,
888c1051d9fffff,
888c105289fffff,
888c1052b7fffff,
888c1052c3fffff,
888c105401fffff,
888c10543bfffff,
888c105447fffff,
888c105453fffff,
888c10548dfffff,
888c105499fffff,
888c1054a5fffff,
888c1054b1fffff,
888c1054bdfffff,
888c1054ebfffff,
888c105503fffff,
888c10551bfffff,
888c10553dfffff,
888c105549fffff,
888c105555fffff,
888c105561fffff,
888c10556dfffff,
888c10559bfffff,
888c1055a7fffff,
888c1055b3fffff,
888c1055cbfffff,
888c105605fffff,
888c105611fffff,
888c10561dfffff,
888c105629fffff,
888c105657fffff,
888c105663fffff,
888c105687fffff,
888c1056b5fffff,
888c1056c1fffff,
888c1056cdfffff,
888c1056d9fffff,
888c1056e5fffff,
888c105713fffff,
888c10572bfffff,
888c105737fffff,
888c105743fffff,
888c105839fffff,
888c10588bfffff,
888c105897fffff,
888c1058a3fffff,
888c1058bbfffff,
888c1058ddfffff,
888c1058e9fffff,
888c105999fffff,
888c1059a5fffff,
888c1059b1fffff,
888c1059bdfffff,
888c1059c9fffff,
888c105ab3fffff,
888c10601dfffff,
888c106029fffff,
888c106035fffff,
888c106041fffff,
888c10604dfffff,119.0
888c106087fffff,93.0
888c106093fffff,92.0
888c1060abfffff,103.5
888c1060d9fffff,1.0
888c1060e5fffff,
888c106109fffff,116.41176470588235
888c106137fffff,
888c106143fffff,118.41176470588235
888c10615bfffff,
888c106167fffff,98.41176470588235
888c106195fffff,
888c1061a1fffff,
888c1061adfffff,
888c1061b9fffff,
888c1061c5fffff,
888c1061e7fffff,
888c10620bfffff,
888c106217fffff,
888c106245fffff,
888c106251fffff,
888c10625dfffff,
888c106269fffff,
888c1062a3fffff,61.0
888c1062bbfffff,48.0
888c1062c7fffff,118.0
888c1062d3fffff,113.0
888c106301fffff,64.3913043478261
888c10630dfffff,61.78260869565217
888c106319fffff,79.41176470588235
888c106325fffff,74.4
888c106331fffff,111.41176470588235
888c10636bfffff,63.91304347826087
888c10641bfffff,
888c106427fffff,
888c106433fffff,
888c10644bfffff,
888c106485fffff,
888c106491fffff,
888c10649dfffff,
888c1064a9fffff,
888c1064cbfffff,
888c1064d7fffff,
888c1064e3fffff,
888c106507fffff,114.0
888c106529fffff,68.0
888c106535fffff,109.0
888c106541fffff,113.0
888c10654dfffff,94.5
888c106559fffff,
888c106587fffff,
888c106593fffff,
888c1065abfffff,
888c1065b7fffff,
888c1065e5fffff,
888c106609fffff,
888c106615fffff,
888c106643fffff,
888c10665bfffff,
888c106667fffff,
888c1066a1fffff,
888c1066adfffff,
888c1066b9fffff,
888c1066c5fffff,
888c1066d1fffff,
888c10670bfffff,118.0
888c106717fffff,
888c106723fffff,89.0
888c10675dfffff,
888c106769fffff,60.0
888c10680dfffff,72.0
888c106819fffff,89.0
888c106831fffff,9.0
888c10683dfffff,20.0
888c106849fffff,
888c10686bfffff,
888c106883fffff,
888c10689bfffff,
888c1068c9fffff,
888c1068d5fffff,
888c1068e1fffff,
888c1068edfffff,89.0
888c106991fffff,
888c106a07fffff,
888c106a13fffff,
888c106a41fffff,78.84
888c106a4dfffff,68.32
888c106a59fffff,88.94117647058823
888c106a65fffff,89.47368421052632
888c106aabfffff,
888c106ab7fffff,
888c106ac3fffff,
888c106b09fffff,91.0
888c106b15fffff,
888c106b5bfffff,107.23529411764706
888c106c0bfffff,
888c106c17fffff,
888c106c23fffff,
888c106c3bfffff,
888c106c69fffff,
888c106c81fffff,
888c106c8dfffff,
888c106c99fffff,
888c106cc7fffff,
888c106cd3fffff,
888c106cebfffff,
888c106d25fffff,
888c106d31fffff,
888c106d3dfffff,
888c106d49fffff,
888c106d55fffff,
888c106d83fffff,
888c106d9bfffff,
888c106da7fffff,
888c106db3fffff,
888c106de1fffff,
888c106dedfffff,
888c106e05fffff,75.0
888c106e11fffff,70.0
888c106e33fffff,118.0
888c106e4bfffff,27.0
888c106e57fffff,38.0
888c106e63fffff,87.0
888c106e91fffff,
888c106e9dfffff,
888c106ea9fffff,
888c106eb5fffff,
888c106ec1fffff,
888c106f07fffff,
888c106f13fffff,
888c106f4dfffff,
888c106f59fffff,
888c106f65fffff,
888c107009fffff,119.0
888c107015fffff,
888c107021fffff,104.0
888c10702dfffff,109.0
888c107039fffff,
888c107067fffff,113.0
888c10708bfffff,
888c107097fffff,
888c1070c5fffff,
888c1070d1fffff,
888c1070ddfffff,
888c1070e9fffff,
888c107123fffff,95.0
888c10713bfffff,102.25
888c107147fffff,
888c107153fffff,
888c107181fffff,108.04347826086956
888c10718dfffff,94.0
888c107199fffff,
888c1071a5fffff,74.1304347826087
888c1071b1fffff,95.08695652173913
888c1071d3fffff,
888c1071ebfffff,91.0
888c107203fffff,
888c107231fffff,
888c10723dfffff,
888c107249fffff,
888c107261fffff,
888c10729bfffff,
888c1072a7fffff,
888c1072b3fffff,
888c1072edfffff,
888c107305fffff,
888c107311fffff,
888c10731dfffff,
888c10734bfffff,
888c107357fffff,
888c107363fffff,
888c107407fffff,
888c107413fffff,
888c10742bfffff,
888c107437fffff,
888c107465fffff,
888c107489fffff,
888c107495fffff,
888c1074b7fffff,
888c1074c3fffff,
888c1074dbfffff,
888c1074e7fffff,
888c107515fffff,
888c107521fffff,
888c10752dfffff,
888c107539fffff,
888c107545fffff,
888c10758bfffff,
888c107597fffff,
888c1075a3fffff,
888c1075d1fffff,
888c1075ddfffff,
888c1075e9fffff,
888c107601fffff,
888c10763bfffff,
888c107647fffff,
888c107653fffff,
888c10768dfffff,
888c107699fffff,
888c1076a5fffff,
888c1076b1fffff,
888c1076bdfffff,
888c1076ebfffff,
888c107703fffff,
888c10771bfffff,
888c107749fffff,
888c107755fffff,
888c107761fffff,
888c10776dfffff,
888c107805fffff,92.2
888c107811fffff,79.92592592592592
888c10781dfffff,96.96296296296296
888c107829fffff,106.2
888c107835fffff,89.11111111111111
888c107857fffff,95.17647058823529
888c107863fffff,92.0
888c107887fffff,33.96
888c1078b5fffff,67.8
888c1078c1fffff,70.54838709677419
888c1078cdfffff,79.48387096774194
888c1078d9fffff,61.61290322580645
888c1078e5fffff,44.2
888c107913fffff,112.25
888c10792bfffff,32.0
888c107937fffff,63.0
888c107943fffff,102.0
888c107989fffff,80.33333333333333
888c107995fffff,66.51851851851852
888c1079a1fffff,105.5
888c1079dbfffff,43.55555555555556
888c1079e7fffff,112.0
888c107a2dfffff,
888c107a39fffff,
888c107a45fffff,
888c107a51fffff,
888c107a5dfffff,
888c107a8bfffff,83.4
888c107a97fffff,44.391304347826086
888c107aa3fffff,82.19354838709677
888c107abbfffff,73.38709677419355
888c107addfffff,100.6
888c107ae9fffff,99.5
888c107b01fffff,93.0
888c107b0dfffff,78.0
888c107b19fffff,
888c107b3bfffff,75.0
888c107b47fffff,105.0
888c107b53fffff,
888c107b6bfffff,85.0
888c10c527fffff,
888c10c533fffff,
888c10c585fffff,
888c10c591fffff,
888c10c59dfffff,
888c10c5d7fffff,
888c10c5e3fffff,
888c10cc15fffff,
888c10cc5bfffff,
888c10cca1fffff,
888c10ccadfffff,
888c10ccb9fffff,
888c10ccc5fffff,
888c10ccd1fffff,
888c10ccddfffff,
888c10cd81fffff,
888c10cdbbfffff,
888c10cdd3fffff,
888c10ce19fffff,
888c10ce31fffff,
888c10ce3dfffff,
888c10ce83fffff,
888c10ce9bfffff,
888c10cea7fffff,
888c10ced5fffff,
888c10cee1fffff,
888c10ceedfffff,
888c1294dbfffff,
888c129683fffff,
888c1296b1fffff,
888c12a241fffff,
888c12a24dfffff,
888c12a309fffff,
888c12a315fffff,
888c12a321fffff,
888c12a32dfffff,
888c12a367fffff,
888c12b005fffff,
888c12b011fffff,
888c12b01dfffff,
888c12b029fffff,
888c12b035fffff,
888c12b063fffff,
888c12b0c1fffff,
888c12b0cdfffff,
888c12b0d9fffff,
888c12b0e5fffff,
888c12b113fffff,
888c12b137fffff,
888c12b189fffff,
888c12b195fffff,
888c12b1a1fffff,
888c12b1dbfffff,
888c12b1e7fffff,
888c12b22dfffff,
888c12b239fffff,
888c12b245fffff,
888c12b251fffff,
888c12b25dfffff,
888c12b28bfffff,
888c12b297fffff,
888c12b2a3fffff,
888c12b2bbfffff,
888c12b2e9fffff,
888c12b319fffff,
888c12b353fffff,
888c12b41bfffff,
888c12b455fffff,
888c12b62bfffff,
888c12b637fffff,102.0
888c12b643fffff,107.0
888c12b65bfffff,62.0
888c12b689fffff,69.0
888c12b695fffff,116.0
888c12b6a1fffff,119.0
888c12b6adfffff,106.0
888c12b6b9fffff,
888c12b6e7fffff,92.0
888c12b70bfffff,
888c12b745fffff,
888c12b751fffff,
888c12b75dfffff,
888c12b769fffff,
888c12ba87fffff,
888c12ba93fffff,
888c12bad9fffff,
888c138869fffff,
888c138919fffff,
888c138931fffff,
888c138949fffff,
888c138a27fffff,
888c138b07fffff,
888c138b13fffff,
888c138b41fffff,
888c138b4dfffff,
888c138b59fffff,
888c138b65fffff,
888c139065fffff,
888c139109fffff,
888c139115fffff,
888c139121fffff,
888c13912dfffff,
888c139139fffff,
888c139167fffff,
888c1391c5fffff,
888c1391e9fffff,
888c139303fffff,
888c13933dfffff,
888c139349fffff,
888c139355fffff,
888c139361fffff,
888c13936dfffff,
888c139803fffff,
888c13981bfffff,
888c139849fffff,
888c139855fffff,
888c139861fffff,
888c13986dfffff,
888c1398a7fffff,
888c1398cbfffff,
888c1398d7fffff,
888c139905fffff,
888c139911fffff,
888c13991dfffff,
888c139929fffff,
888c139935fffff,
888c139963fffff,
888c139987fffff,
888c139993fffff,
888c1399c1fffff,
888c1399cdfffff,
888c1399d9fffff,
888c1399e5fffff,
888c139a13fffff,
888c139a2bfffff,
888c139a37fffff,
888c139a43fffff,
888c139a89fffff,
888c139a95fffff,
888c139aa1fffff,
888c139adbfffff,
888c139ae7fffff,
888c139b2dfffff,
888c139b39fffff,
888c139b45fffff,
888c139b51fffff,
888c139b5dfffff,
888c13c65bfffff,
888c13d009fffff,
888c13d015fffff,
888c13d05bfffff,
888c13d0c5fffff,
888c13d0d1fffff,
888c13d0ddfffff,
888c13d203fffff,
888c13d231fffff,
888c13d23dfffff,
888c13d249fffff,
888c13d255fffff,
888c13d261fffff,
888c13d283fffff,
888c13d29bfffff,
888c13d2a7fffff,
888c13d2b3fffff,
888c13d2e1fffff,
888c13d2edfffff,
888c13d311fffff,
888c13d357fffff,
888c13d407fffff,
888c13d413fffff,
888c13d42bfffff,
888c13d459fffff,
888c13d465fffff,
888c13d489fffff,
888c13d4b7fffff,
888c13d4c3fffff,
888c13d4dbfffff,
888c13d4e7fffff,
888c13d601fffff,
888c13d623fffff,
888c13d63bfffff,
888c13d647fffff,
888c13d653fffff,
888c13d681fffff,
888c13d68dfffff,
888c13d699fffff,
888c13d6a5fffff,
888c13d6b1fffff,
888c13d6ebfffff,
888c13d703fffff,
888c13d73dfffff,
888c13d749fffff,
888c13d755fffff,
888c13d761fffff,
888c13d76dfffff,
