h3_index,poi_reach_cbd_weighted
888c10000bfffff,
888c100291fffff,
888c10034dfffff,
888c1005d3fffff,
888c100631fffff,
888c1008b7fffff,
888c100915fffff,
888c100cb5fffff,
888c100eddfffff,
888c100f3bfffff,
888c101561fffff,
888c101845fffff,
888c1018a3fffff,
888c101901fffff,
888c1021adfffff,
888c10220bfffff,
888c102269fffff,
888c1022c7fffff,
888c102831fffff,
888c1028edfffff,
888c103199fffff,
888c10381dfffff,
888c103b01fffff,
888c104127fffff,
888c104185fffff,
888c1041e3fffff,
888c104241fffff,
888c104469fffff,
888c1044c7fffff,
888c104525fffff,84.0
888c104809fffff,
888c104867fffff,
888c104aedfffff,
888c104b4bfffff,
888c104dd1fffff,
888c104e8dfffff,36.0
888c105455fffff,
888c1054b3fffff,
888c105511fffff,
888c105739fffff,
888c1060a1fffff,110.0
888c10615dfffff,
888c106441fffff,
888c106725fffff,85.5
888c106a09fffff,92.47058823529412
888c106a67fffff,100.23529411764706
888c106ac5fffff,
888c106d4bfffff,
888c106da9fffff,
888c106e07fffff,76.0
888c10708dfffff,
888c1070ebfffff,
888c107149fffff,
888c10742dfffff,
888c10748bfffff,
888c1076b3fffff,
888c107711fffff,
888c107a53fffff,
888c107ab1fffff,71.87096774193549
888c10c593fffff,
888c10cc17fffff,
888c122481fffff,
888c12a737fffff,
888c12b02bfffff,
888c12b089fffff,
888c12b0e7fffff,
888c12b651fffff,63.0
888c135369fffff,
888c135861fffff,
888c1359c9fffff,
888c139021fffff,
888c139305fffff,
888c139363fffff,
888c1398cdfffff,
888c13992bfffff,
888c139989fffff,
888c13c2e3fffff,
888c13c319fffff,
888c13c351fffff,
888c13c95bfffff,
888c13d145fffff,
888c13d257fffff,
888c13d4ddfffff,
