h3_index,poi_reach_cbd_weighted
888c100017fffff,
888c100023fffff,
888c10003bfffff,
888c10005dfffff,
888c100069fffff,
888c100081fffff,
888c10008dfffff,
888c100099fffff,
888c1000bbfffff,
888c1000c7fffff,
888c1000d3fffff,
888c1000ebfffff,
888c100119fffff,
888c100125fffff,
888c100131fffff,
888c10013dfffff,
888c100149fffff,
888c100183fffff,
888c10019bfffff,
888c1001a7fffff,
888c1001d5fffff,
888c1001e1fffff,
888c1001edfffff,
888c100205fffff,
888c100233fffff,
888c10024bfffff,
888c100257fffff,
888c100263fffff,
888c10029dfffff,
888c1002a9fffff,
888c1002b5fffff,
888c1002c1fffff,
888c1002e3fffff,
888c100307fffff,
888c100313fffff,
888c100341fffff,
888c100359fffff,
888c100365fffff,
888c100409fffff,
888c100415fffff,
888c100421fffff,
888c10042dfffff,
888c100439fffff,
888c10045bfffff,
888c100467fffff,
888c10048bfffff,
888c1004b9fffff,
888c1004c5fffff,
888c1004d1fffff,
888c1004ddfffff,
888c1004e9fffff,
888c100517fffff,
888c100523fffff,
888c10053bfffff,
888c100547fffff,
888c100581fffff,
888c10058dfffff,
888c100599fffff,
888c1005a5fffff,
888c1005ebfffff,
888c100625fffff,
888c10063dfffff,
888c100661fffff,
888c100683fffff,
888c1006a7fffff,
888c1006b3fffff,
888c1006e1fffff,
888c100705fffff,
888c100711fffff,
888c10071dfffff,
888c10074bfffff,
888c100757fffff,
888c100763fffff,
888c100807fffff,
888c100813fffff,
888c10082bfffff,
888c100859fffff,
888c100865fffff,
888c100889fffff,
888c1008c3fffff,
888c1008dbfffff,
888c1008e7fffff,
888c100921fffff,
888c100939fffff,
888c100945fffff,
888c100967fffff,
888c10098bfffff,
888c100997fffff,
888c1009a3fffff,
888c1009c5fffff,
888c1009d1fffff,
888c1009ddfffff,
888c1009e9fffff,
888c100a01fffff,
888c100a23fffff,
888c100a3bfffff,
888c100a47fffff,
888c100a53fffff,
888c100a81fffff,
888c100a8dfffff,
888c100a99fffff,
888c100aa5fffff,
