h3_index,poi_reach_cbd_weighted
888c1011d7fffff,
888c1011e1fffff,
888c1011edfffff,
888c101467fffff,
888c10150bfffff,
888c101517fffff,
888c101519fffff,
888c101523fffff,
888c10155dfffff,
888c101569fffff,
888c101581fffff,
888c10158dfffff,
888c1015bbfffff,
888c1015c7fffff,
888c1015d3fffff,
888c1015d5fffff,
888c1015ebfffff,
888c101733fffff,
888c101807fffff,
888c101813fffff,
888c101841fffff,
888c10184dfffff,
888c101859fffff,
888c10185bfffff,
888c101865fffff,
888c1018abfffff,
888c1018b7fffff,
888c1018b9fffff,
888c1018c3fffff,
888c101909fffff,
888c101915fffff,
888c101917fffff,
888c101921fffff,
888c10192dfffff,
888c10195bfffff,
888c101967fffff,
888c1019b9fffff,
888c1019c5fffff,
888c1019d1fffff,
888c1019ddfffff,
888c101a17fffff,
888c101a23fffff,
888c101a25fffff,
888c101a3bfffff,
888c101a81fffff,
888c101a83fffff,
888c101a8dfffff,
888c101a99fffff,
888c101ad3fffff,
888c101ae1fffff,
888c101aebfffff,
888c101b31fffff,
888c101b3dfffff,
888c101b49fffff,
888c101b55fffff,
888c102003fffff,
888c10203dfffff,
888c102049fffff,
888c10204bfffff,
888c102055fffff,
888c102061fffff,
888c102105fffff,
888c102107fffff,
888c102111fffff,
888c10211dfffff,
888c102157fffff,
888c102163fffff,
888c102165fffff,
888c1021a9fffff,
888c1021b5fffff,
888c1021c1fffff,
888c1021c3fffff,
888c1021cdfffff,
888c1021d9fffff,
888c102207fffff,
888c102213fffff,
888c102221fffff,
888c10222bfffff,
888c102237fffff,
888c102265fffff,
888c102289fffff,
888c1022c3fffff,
888c1022e7fffff,
888c102321fffff,
888c10232dfffff,
888c102339fffff,
888c102345fffff,
888c10282dfffff,
888c102839fffff,
888c102845fffff,
888c102847fffff,
888c102851fffff,
888c10285dfffff,
888c10288bfffff,
888c102897fffff,
888c1028a3fffff,
888c1028a5fffff,
888c1028bbfffff,
888c1028e9fffff,
888c102901fffff,
888c10290dfffff,
888c102947fffff,
888c102953fffff,
888c10296bfffff,
888c1029a5fffff,
888c1029b1fffff,
888c1029b3fffff,
888c1029bdfffff,
888c1029c9fffff,
888c102a03fffff,
888c102a11fffff,
888c102a1bfffff,
888c102a27fffff,
888c102a61fffff,
888c102a6dfffff,
888c102a85fffff,
888c102acbfffff,
888c102acdfffff,
888c102ad7fffff,
888c102ae3fffff,
888c102b11fffff,
888c102b1dfffff,
888c102b29fffff,
888c102b2bfffff,
888c102b35fffff,
888c102b41fffff,
888c102d45fffff,
888c102d69fffff,
888c102f27fffff,
888c102f29fffff,
888c102f6dfffff,
888c103029fffff,
888c103035fffff,
888c103037fffff,
888c103041fffff,
888c10304dfffff,
888c103087fffff,
888c103093fffff,
888c103095fffff,
888c1030abfffff,
888c1030e5fffff,
888c103109fffff,
888c103143fffff,
888c103151fffff,
888c10315bfffff,
888c103167fffff,
888c103195fffff,
888c1031a1fffff,
888c1031adfffff,
888c1031b9fffff,
888c1031c5fffff,
888c1032bbfffff,
888c10330dfffff,
888c103319fffff,
888c10331bfffff,
888c103325fffff,
888c103331fffff,
888c10336bfffff,
888c103507fffff,
888c103535fffff,
888c103541fffff,
888c10354dfffff,
888c103565fffff,
888c103723fffff,
888c103819fffff,
888c103825fffff,
888c103831fffff,
888c103833fffff,
888c10383dfffff,
888c103849fffff,
888c103883fffff,
888c103891fffff,
888c10389bfffff,
888c1038a7fffff,
888c1038d5fffff,
888c1038e1fffff,
888c1038edfffff,
888c103933fffff,
888c10394bfffff,
888c103957fffff,
888c103991fffff,
888c10399dfffff,
888c1039a9fffff,
888c1039b5fffff,
888c103a07fffff,
888c103a13fffff,
888c103a4dfffff,
888c103a59fffff,
888c103a5bfffff,
888c103a65fffff,
888c103aabfffff,
888c103ab7fffff,
888c103ab9fffff,
888c103ac3fffff,
888c103b09fffff,
888c103b15fffff,
888c103b17fffff,
888c103b21fffff,
888c103b2dfffff,
888c103b5bfffff,
888c103b67fffff,
888c104015fffff,
888c104021fffff,104.0
888c104023fffff,
888c10402dfffff,102.0
888c104039fffff,118.0
888c104081fffff,100.0
888c10408bfffff,
888c104097fffff,
888c1040ddfffff,
888c1040e9fffff,106.0
888c104123fffff,
888c10413bfffff,100.0
888c10413dfffff,
888c104147fffff,
888c104153fffff,83.0
888c104181fffff,
888c10418dfffff,
888c104199fffff,102.0
888c10419bfffff,95.0
888c1041a5fffff,
888c1041b1fffff,
888c1041ebfffff,
888c104203fffff,
888c10423dfffff,
888c104249fffff,
888c104255fffff,
888c104261fffff,
888c10429bfffff,
888c1042a7fffff,
888c1042b3fffff,
888c104305fffff,
888c104307fffff,
888c104311fffff,
888c10431dfffff,
888c104357fffff,
888c104363fffff,
888c104365fffff,
888c104413fffff,
888c104421fffff,
888c10442bfffff,
888c104437fffff,
888c104465fffff,
888c104489fffff,
888c104495fffff,
888c1044c3fffff,
888c1044dbfffff,
888c1044ddfffff,
888c1044e7fffff,
888c104521fffff,97.0
888c10452dfffff,102.0
888c104539fffff,
888c10453bfffff,
888c104545fffff,
888c10458bfffff,
888c104597fffff,
888c1045a3fffff,
888c1045ddfffff,
888c1045e9fffff,
888c1045ebfffff,
888c104601fffff,
888c10463bfffff,
888c104647fffff,
888c104649fffff,
888c104653fffff,
888c104699fffff,
888c1046a5fffff,
888c1046a7fffff,
888c1046b1fffff,
888c1046bdfffff,
888c104703fffff,
888c104705fffff,
888c10471bfffff,
888c104755fffff,
888c104761fffff,
888c104763fffff,
888c10476dfffff,
888c104805fffff,
888c104811fffff,
888c10481dfffff,
888c104829fffff,
888c104835fffff,
888c104863fffff,
888c104887fffff,
888c1048c1fffff,
888c1048cdfffff,
888c1048d9fffff,
888c1048e5fffff,
888c104943fffff,
888c104989fffff,
888c10498bfffff,
888c1049a1fffff,
888c1049dbfffff,
888c1049e7fffff,
888c1049e9fffff,
888c104a39fffff,
888c104a45fffff,
888c104a47fffff,
888c104a51fffff,
888c104a5dfffff,
888c104a8bfffff,
888c104a97fffff,
888c104aa3fffff,
888c104aa5fffff,
888c104abbfffff,
888c104ae9fffff,
888c104b01fffff,
888c104b03fffff,
888c104b0dfffff,
888c104b19fffff,
888c104b47fffff,
888c104b53fffff,
888c104b61fffff,
888c104b6bfffff,
888c104c03fffff,87.0
888c104c1bfffff,60.0
888c104c27fffff,
888c104c61fffff,
888c104c6dfffff,
888c104c85fffff,
888c104ccbfffff,79.0
888c104ccdfffff,67.0
888c104cd7fffff,
888c104ce3fffff,
888c104d1dfffff,
888c104d29fffff,
888c104d2bfffff,
888c104d35fffff,
888c104d41fffff,
888c104d87fffff,
888c104d89fffff,
888c104d93fffff,
888c104dcdfffff,
888c104dd9fffff,
888c104de5fffff,
888c104de7fffff,
888c104e2bfffff,
888c104e37fffff,60.0
888c104e43fffff,69.0
888c104e45fffff,101.0
888c104e5bfffff,93.0
888c104e89fffff,54.0
888c104e95fffff,85.0
888c104ea1fffff,31.0
888c104ea3fffff,52.0
888c104eadfffff,18.0
888c104ee7fffff,10.0
888c104f0bfffff,
888c104f45fffff,
888c104f51fffff,
888c104f5dfffff,
888c104f69fffff,
888c105083fffff,
888c1050bdfffff,
888c1050c9fffff,
888c1050cbfffff,
888c1050d5fffff,
888c1050e1fffff,
888c105185fffff,
888c105187fffff,
888c105191fffff,
888c10519dfffff,
888c1051d7fffff,
888c1051e3fffff,
888c105287fffff,
888c105293fffff,
888c105295fffff,
888c1052abfffff,
888c10540bfffff,
888c10540dfffff,
888c105417fffff,
888c105423fffff,
888c105451fffff,
888c10545dfffff,
888c105469fffff,
888c10546bfffff,
888c105481fffff,
888c1054bbfffff,
888c1054c7fffff,
888c1054c9fffff,
888c1054d3fffff,
888c10550dfffff,
888c105519fffff,
888c105525fffff,
888c105531fffff,
888c10556bfffff,
888c105583fffff,
888c1055c9fffff,
888c1055d5fffff,
888c1055d7fffff,
888c1055e1fffff,
888c1055edfffff,
888c105627fffff,
888c105633fffff,
888c105635fffff,
888c10564bfffff,
888c105685fffff,
888c105691fffff,
888c105693fffff,
888c10569dfffff,
888c1056a9fffff,
888c1056e3fffff,
888c105707fffff,
888c105735fffff,
888c105741fffff,
888c10574dfffff,
888c105759fffff,
888c105765fffff,
888c105815fffff,
888c1058adfffff,
888c1058b9fffff,
888c1058c5fffff,
888c1058d1fffff,
888c105917fffff,
888c105981fffff,
888c10598dfffff,
888c1059c7fffff,
888c1059d3fffff,
888c1059d5fffff,
888c1059ebfffff,
888c105a83fffff,
888c105a91fffff,
888c105aa7fffff,
888c106005fffff,
888c106011fffff,106.0
888c10604bfffff,
888c106057fffff,
888c106059fffff,
888c106063fffff,
888c10609dfffff,92.0
888c1060a9fffff,112.0
888c1060b5fffff,35.0
888c1060b7fffff,27.0
888c1060c1fffff,75.0
888c1060cdfffff,75.0
888c106107fffff,
888c106113fffff,
888c106115fffff,
888c10612bfffff,
888c106159fffff,
888c106165fffff,83.41176470588235
888c106189fffff,
888c1061b7fffff,
888c1061c3fffff,
888c1061dbfffff,
888c106215fffff,
888c106221fffff,
888c10622dfffff,88.41176470588235
888c106239fffff,
888c106281fffff,101.0
888c106297fffff,74.0
888c1062d1fffff,107.0
888c1062ddfffff,
888c1062e9fffff,
888c10633bfffff,104.41176470588235
888c10633dfffff,94.41176470588235
888c106347fffff,53.91304347826087
888c106353fffff,85.04347826086956
888c106403fffff,
888c10643dfffff,
888c106449fffff,
888c106455fffff,
888c106457fffff,
888c106461fffff,
888c10646dfffff,
888c10649bfffff,
888c1064a7fffff,
888c1064b3fffff,
888c1064b5fffff,
888c106505fffff,91.0
888c106511fffff,
888c10651dfffff,
888c106557fffff,
888c106563fffff,74.0
888c106565fffff,80.5
888c1065c1fffff,
888c1065c3fffff,
888c1065cdfffff,
888c1065d9fffff,
888c106613fffff,
888c106621fffff,
888c10662bfffff,
888c106637fffff,
888c106689fffff,
888c106695fffff,
888c1066dbfffff,
888c1066ddfffff,
888c1066e7fffff,
888c106721fffff,77.0
888c10672dfffff,71.0
888c106739fffff,111.0
888c10673bfffff,
888c106745fffff,75.0
888c106751fffff,
888c106801fffff,55.0
888c10683bfffff,71.0
888c106847fffff,108.0
888c106853fffff,90.0
888c106899fffff,
888c1068a5fffff,
888c1068a7fffff,
888c1068b1fffff,
888c1068bdfffff,
888c106955fffff,
888c106a05fffff,106.29411764705883
888c106a11fffff,
888c106a1dfffff,
888c106a29fffff,106.0
888c106a35fffff,
888c106a63fffff,99.82352941176471
888c106a87fffff,
888c106a93fffff,
888c106ac1fffff,
888c106acdfffff,
888c106ad9fffff,
888c106adbfffff,
888c106ae5fffff,121.0
888c106b43fffff,112.83333333333333
888c106c39fffff,
888c106c45fffff,
888c106c47fffff,
888c106c51fffff,
888c106c5dfffff,
888c106c97fffff,
888c106ca3fffff,
888c106ca5fffff,
888c106cbbfffff,
888c106d01fffff,
888c106d03fffff,
888c106d0dfffff,
888c106d19fffff,
888c106d47fffff,
888c106d53fffff,
888c106d61fffff,
888c106d6bfffff,
888c106da5fffff,
888c106db1fffff,
888c106dbdfffff,
888c106dc9fffff,
888c106dd5fffff,
888c106e03fffff,64.0
888c106e1bfffff,90.0
888c106e1dfffff,56.0
888c106e27fffff,115.0
888c106e61fffff,88.0
888c106e6dfffff,101.0
888c106e85fffff,
888c106ecbfffff,
888c106ecdfffff,
888c106ed7fffff,
888c106ee3fffff,
888c106f1dfffff,
888c106f29fffff,
888c106f2bfffff,
888c106f35fffff,
888c106f41fffff,
888c107037fffff,
888c107043fffff,
888c107045fffff,
888c10705bfffff,
888c107089fffff,
888c107095fffff,
888c1070a1fffff,
888c1070a3fffff,
888c1070adfffff,
888c1070b9fffff,
888c1070e7fffff,
888c107101fffff,
888c10710bfffff,
888c107117fffff,106.75
888c107145fffff,
888c107151fffff,
888c10715dfffff,
888c107169fffff,
888c1071a3fffff,67.52173913043478
888c1071bbfffff,113.8695652173913
888c1071c7fffff,104.0
888c107201fffff,
888c10720dfffff,
888c107219fffff,
888c107225fffff,
888c10726bfffff,
888c10726dfffff,
888c107283fffff,
888c1072bdfffff,
888c1072c9fffff,
888c1072d5fffff,
888c1072e1fffff,
888c10731bfffff,
888c107327fffff,
888c107329fffff,
888c107333fffff,
888c10736dfffff,
888c107429fffff,
888c107435fffff,
888c107441fffff,
888c107443fffff,
888c10744dfffff,
888c107459fffff,
888c107487fffff,
888c107493fffff,
888c1074abfffff,
888c1074e5fffff,
888c107509fffff,
888c107543fffff,
888c107551fffff,
888c10755bfffff,
888c107567fffff,
888c1075a1fffff,
888c1075adfffff,
888c1075b9fffff,
888c1075c5fffff,
888c10760bfffff,
888c10760dfffff,
888c107617fffff,
888c107623fffff,
888c10765dfffff,
888c107669fffff,
888c10766bfffff,
888c107681fffff,
888c1076bbfffff,
888c1076c7fffff,
888c1076c9fffff,
888c1076d3fffff,
888c10770dfffff,
888c107719fffff,
888c107725fffff,
888c107727fffff,
888c107731fffff,
888c10773dfffff,
888c10776bfffff,
888c107827fffff,104.2
888c107833fffff,62.81481481481482
888c10784bfffff,
888c107885fffff,32.16
888c107893fffff,63.411764705882355
888c10789dfffff,46.72
888c1078a9fffff,29.64
888c1078e3fffff,33.84
888c107907fffff,49.0
888c107941fffff,98.33333333333333
888c10794dfffff,111.0
888c107965fffff,104.0
888c1079abfffff,95.84210526315789
888c1079adfffff,113.57142857142857
888c1079b7fffff,96.15789473684211
888c1079c3fffff,79.03703703703704
888c107a09fffff,
888c107a0bfffff,
888c107a15fffff,
888c107a21fffff,
888c107a5bfffff,
888c107a67fffff,
888c107a69fffff,
888c107aadfffff,105.30434782608695
888c107ab9fffff,78.83870967741936
888c107ac5fffff,94.5
888c107ad1fffff,92.3913043478261
888c107b0bfffff,102.0
888c107b17fffff,97.0
888c107b23fffff,75.0
888c107b69fffff,78.0
888c10c531fffff,
888c10c53dfffff,
888c10c59bfffff,
888c10c5a7fffff,
888c10c5a9fffff,
888c10c5b3fffff,
888c10c5edfffff,
888c10cc13fffff,
888c10cc37fffff,
888c10cc89fffff,
888c10cc8bfffff,
888c10cc95fffff,
888c10ccdbfffff,
888c10cce7fffff,
888c10cd8bfffff,
888c10cd97fffff,
888c10cd99fffff,
888c10cda3fffff,
888c10ce01fffff,
888c10ce0dfffff,
888c10ce53fffff,
888c10ce55fffff,
888c10cea5fffff,
888c10ceb1fffff,
888c10ceb3fffff,
888c10cebdfffff,
888c10cec9fffff,
888c129699fffff,
888c1296d3fffff,
888c12a32bfffff,
888c12a339fffff,
888c12a343fffff,
888c12b027fffff,
888c12b033fffff,
888c12b041fffff,
888c12b04bfffff,
888c12b057fffff,
888c12b0a9fffff,
888c12b0b5fffff,
888c12b0e3fffff,
888c12b1abfffff,
888c12b1adfffff,
888c12b1b7fffff,
888c12b1c3fffff,
888c12b209fffff,
888c12b20bfffff,
888c12b215fffff,
888c12b221fffff,
888c12b25bfffff,
888c12b267fffff,
888c12b269fffff,
888c12b2b9fffff,
888c12b2c5fffff,
888c12b2c7fffff,
888c12b2d1fffff,
888c12b2ddfffff,
888c12b30bfffff,
888c12b317fffff,
888c12b33bfffff,
888c12b449fffff,
888c12b607fffff,
888c12b609fffff,115.0
888c12b613fffff,39.0
888c12b64dfffff,
888c12b659fffff,75.0
888c12b665fffff,
888c12b667fffff,
888c12b6abfffff,111.0
888c12b6c3fffff,54.0
888c12b6c5fffff,71.0
888c12b6dbfffff,102.0
888c12b709fffff,
888c12bac1fffff,
888c13882dfffff,
888c138845fffff,
888c138901fffff,
888c13890dfffff,
888c13893bfffff,
888c138947fffff,
888c138953fffff,
888c138955fffff,
888c13896bfffff,
888c138a6dfffff,
888c138b11fffff,
888c138b1dfffff,
888c138b29fffff,
888c138b35fffff,
888c139029fffff,
888c13904dfffff,
888c139137fffff,
888c139143fffff,
888c139145fffff,
888c13915bfffff,
888c1391adfffff,
888c139269fffff,
888c139301fffff,
888c13930dfffff,
888c139319fffff,
888c13931bfffff,
888c139325fffff,
888c139331fffff,
888c13936bfffff,
888c139819fffff,
888c139825fffff,
888c139827fffff,
888c139831fffff,
888c13983dfffff,
888c139885fffff,
888c1398c9fffff,
888c1398d5fffff,
888c1398e1fffff,
888c1398e3fffff,
888c1398edfffff,
888c139927fffff,
888c139933fffff,
888c139941fffff,
888c13994bfffff,
888c139957fffff,
888c139985fffff,
888c139991fffff,
888c13999dfffff,
888c1399a9fffff,
888c1399b5fffff,
888c1399e3fffff,
888c139a07fffff,
888c139a41fffff,
888c139a4dfffff,
888c139a59fffff,
888c139a65fffff,
888c139aabfffff,
888c139aadfffff,
888c139ab7fffff,
888c139ac3fffff,
888c139b09fffff,
888c139b0bfffff,
888c139b15fffff,
888c139b21fffff,
888c139b5bfffff,
888c139b67fffff,
888c139b69fffff,
888c13d039fffff,
888c13d043fffff,
888c13d201fffff,
888c13d20dfffff,
888c13d219fffff,
888c13d225fffff,
888c13d253fffff,
888c13d26bfffff,
888c13d2b1fffff,
888c13d2bdfffff,
888c13d2c9fffff,
888c13d2d5fffff,
888c13d31bfffff,
888c13d31dfffff,
888c13d429fffff,
888c13d441fffff,
888c13d44dfffff,
888c13d487fffff,
888c13d493fffff,
888c13d495fffff,
888c13d4abfffff,
888c13d4d9fffff,
888c13d4e5fffff,
888c13d509fffff,
888c13d543fffff,
888c13d551fffff,
888c13d55bfffff,
888c13d60bfffff,
888c13d617fffff,
888c13d651fffff,
888c13d65dfffff,
888c13d669fffff,
888c13d6bbfffff,
888c13d6bdfffff,
888c13d6c7fffff,
888c13d70dfffff,
888c13d719fffff,
888c13d71bfffff,
888c13d731fffff,
888c13d76bfffff,
