h3_index,poi_reach_cbd_weighted
888c100027fffff,
888c100033fffff,
888c100039fffff,
888c10004bfffff,
888c100085fffff,
888c100091fffff,
888c100097fffff,
888c10009dfffff,
888c1000a9fffff,
888c1000e3fffff,
888c100107fffff,
888c100141fffff,
888c10014dfffff,
888c100153fffff,
888c100159fffff,
888c100165fffff,
888c1001abfffff,
888c1001b7fffff,
888c1001c3fffff,
888c100209fffff,
888c100215fffff,
888c100221fffff,
888c10025bfffff,
888c100261fffff,
888c100267fffff,
888c1002adfffff,
888c1002b9fffff,
888c1002c5fffff,
888c1002d1fffff,
888c10030bfffff,
888c100317fffff,
888c10031dfffff,
888c100323fffff,
888c100369fffff,
888c100425fffff,
888c100431fffff,
888c100437fffff,
888c10043dfffff,
888c100483fffff,
888c100495fffff,
888c10049bfffff,
888c1004a7fffff,
888c1004e1fffff,
888c1004edfffff,
888c100505fffff,
888c100533fffff,
888c100545fffff,
888c10054bfffff,
888c100557fffff,
888c100563fffff,
888c100591fffff,
888c10059dfffff,
888c1005a3fffff,
888c1005a9fffff,
888c1005b5fffff,
888c1005c1fffff,
888c10064dfffff,
888c100665fffff,
888c1006abfffff,
888c1006b7fffff,
888c1006bdfffff,
888c100709fffff,
888c100715fffff,
888c10071bfffff,
888c100721fffff,
888c10072dfffff,
888c100767fffff,
888c100817fffff,
888c100823fffff,
888c10083bfffff,
888c100847fffff,
888c100881fffff,
888c100887fffff,
888c10088dfffff,
888c100899fffff,
888c1008d3fffff,
888c1008e5fffff,
888c1008ebfffff,
888c100931fffff,
888c10093dfffff,
888c100943fffff,
888c100949fffff,
888c100955fffff,
888c10099bfffff,
888c1009a1fffff,
888c1009a7fffff,
888c1009b3fffff,
888c1009edfffff,
888c100a05fffff,
888c100a11fffff,
888c100a4bfffff,
888c100a57fffff,
888c100a5dfffff,
888c100a63fffff,
888c100aa9fffff,
888c100ab5fffff,
888c100abbfffff,
888c100ac1fffff,
888c100acdfffff,
888c100b07fffff,
888c100b13fffff,
888c100b2bfffff,
888c100b59fffff,
888c100b65fffff,
888c100c15fffff,
888c100c21fffff,
888c100c27fffff,
888c100c2dfffff,
888c100c39fffff,
888c100c85fffff,
888c100c8bfffff,
888c100c97fffff,
888c100cd1fffff,
888c100cddfffff,
888c100ce3fffff,
888c100ce9fffff,
888c100d3bfffff,
888c100d41fffff,
888c100d47fffff,
888c100d53fffff,
888c100d8dfffff,
888c100d99fffff,
888c100da5fffff,
888c100db1fffff,
888c100debfffff,
888c100e03fffff,
888c100e49fffff,
888c100e55fffff,
888c100e61fffff,
888c100e6dfffff,
888c100ea7fffff,
888c100eadfffff,
888c100eb3fffff,
888c100ecbfffff,
888c100f05fffff,
888c100f0bfffff,
888c100f11fffff,
888c100f1dfffff,
888c100f29fffff,
888c100f57fffff,
888c100f63fffff,
888c100f69fffff,
888c101013fffff,
888c10102bfffff,
888c101037fffff,
888c101083fffff,
888c101089fffff,
888c101095fffff,
888c1010dbfffff,
888c1010e1fffff,
888c1010e7fffff,
888c10118bfffff,
888c101197fffff,
888c1011a3fffff,
888c1011ddfffff,
888c1011e9fffff,
888c1012a5fffff,
888c101423fffff,
888c101429fffff,
888c101435fffff,
888c10152bfffff,
888c101531fffff,
888c101537fffff,
888c101543fffff,
888c101589fffff,
888c101595fffff,
888c1015a1fffff,
888c1015dbfffff,
888c1015e7fffff,
888c1015edfffff,
888c101707fffff,
888c10170dfffff,
888c101765fffff,
888c10176bfffff,
888c101803fffff,
888c101815fffff,
888c10181bfffff,
888c101827fffff,
888c101833fffff,
888c101861fffff,
888c10186dfffff,
888c101885fffff,
888c101891fffff,
888c1018cbfffff,
888c1018d1fffff,
888c1018d7fffff,
888c1018e3fffff,
888c10191dfffff,
888c101929fffff,
888c101935fffff,
888c101941fffff,
888c101987fffff,
888c10198dfffff,
888c101993fffff,
888c1019d9fffff,
888c1019e5fffff,
888c1019ebfffff,
888c101a37fffff,
888c101a43fffff,
888c101a95fffff,
888c101aa1fffff,
888c101aadfffff,
888c101ab9fffff,
888c101ae7fffff,
888c101b0bfffff,
888c101b17fffff,
888c101b45fffff,
888c101b51fffff,
888c101b57fffff,
888c101b5dfffff,
888c101b69fffff,
888c10200bfffff,
888c102011fffff,
888c102017fffff,
888c102023fffff,
888c10205dfffff,
888c102069fffff,
888c1020cdfffff,
888c102119fffff,
888c102125fffff,
888c102131fffff,
888c10213dfffff,
888c10216bfffff,
888c102183fffff,
888c1021c9fffff,
888c1021d5fffff,
888c1021dbfffff,
888c1021e1fffff,
888c1021edfffff,
888c102227fffff,
888c102233fffff,
888c102239fffff,
888c10224bfffff,
888c102285fffff,
888c1022a9fffff,
888c1022e3fffff,
888c102307fffff,
888c102341fffff,
888c10234dfffff,
888c102353fffff,
888c102359fffff,
