h3_index,poi_reach_cbd_weighted
888c100021fffff,
888c100035fffff,
888c100041fffff,
888c10004dfffff,
888c100059fffff,
888c100093fffff,
888c1000abfffff,
888c1000b7fffff,
888c1000ddfffff,
888c1000e5fffff,
888c100109fffff,
888c100115fffff,
888c10013bfffff,
888c100143fffff,
888c10015bfffff,
888c100167fffff,
888c100199fffff,
888c1001a1fffff,
888c1001adfffff,
888c1001b9fffff,
888c1001c5fffff,
888c1001d1fffff,
888c10020bfffff,
888c100217fffff,
888c100223fffff,
888c100255fffff,
888c10025dfffff,
888c100269fffff,
888c100281fffff,
888c1002bbfffff,
888c1002c7fffff,
888c1002d3fffff,
888c100319fffff,
888c100325fffff,
888c100331fffff,
888c10033dfffff,
888c100363fffff,
888c100427fffff,
888c100433fffff,
888c10044bfffff,
888c100457fffff,
888c100485fffff,
888c100491fffff,
888c10049dfffff,
888c1004a9fffff,
888c1004b5fffff,
888c1004dbfffff,
888c1004e3fffff,
888c100507fffff,
888c100513fffff,
888c100539fffff,
888c100541fffff,
888c10054dfffff,
888c100559fffff,
888c100565fffff,
888c100597fffff,
888c1005abfffff,
888c1005b7fffff,
888c1005c3fffff,
888c100621fffff,
888c100667fffff,
888c1006a5fffff,
888c1006b9fffff,
888c100703fffff,
888c100717fffff,
888c100723fffff,
888c10073bfffff,
888c100761fffff,
888c100769fffff,
888c10081dfffff,
888c100825fffff,
888c100831fffff,
888c10083dfffff,
888c100849fffff,
888c100855fffff,
888c100883fffff,
888c10089bfffff,
888c1008d9fffff,
888c1008e1fffff,
888c1008edfffff,
888c100905fffff,
888c10094bfffff,
888c100957fffff,
888c100963fffff,
888c100989fffff,
888c10099dfffff,
888c1009a9fffff,
888c1009b5fffff,
888c1009c1fffff,
888c1009e7fffff,
888c100a07fffff,
888c100a13fffff,
888c100a45fffff,
888c100a59fffff,
888c100a65fffff,
888c100aa3fffff,
888c100aabfffff,
888c100ab7fffff,
888c100ac3fffff,
888c100adbfffff,
888c100b01fffff,
888c100b09fffff,
888c100b15fffff,
888c100b21fffff,
888c100b2dfffff,
888c100b39fffff,
888c100b67fffff,
888c100c23fffff,
888c100c3bfffff,
888c100c47fffff,
888c100c81fffff,
888c100c8dfffff,
888c100c99fffff,
888c100ca5fffff,
888c100ccbfffff,
888c100cebfffff,
888c100d03fffff,
888c100d29fffff,
888c100d3dfffff,
888c100d49fffff,
888c100d55fffff,
888c100d61fffff,
888c100d87fffff,
888c100d9bfffff,
888c100da7fffff,
888c100db3fffff,
888c100de5fffff,
888c100dedfffff,
888c100e05fffff,
888c100e11fffff,
888c100e1dfffff,
888c100e43fffff,
888c100e4bfffff,
888c100e57fffff,118.0
888c100e63fffff,
888c100ea1fffff,
888c100ea9fffff,
888c100eb5fffff,
888c100ec1fffff,
888c100ecdfffff,
888c100f07fffff,
888c100f13fffff,
888c100f2bfffff,
888c100f65fffff,
888c101039fffff,
888c10108bfffff,
888c101097fffff,
888c1010a3fffff,
888c1010d1fffff,
888c1010ddfffff,
888c1010e9fffff,
888c101185fffff,
888c10118dfffff,
888c101199fffff,
888c1011a5fffff,
888c1011b1fffff,
888c1011bdfffff,
888c1011e3fffff,
888c1011ebfffff,
888c1012b3fffff,
888c101437fffff,
888c101525fffff,
888c10152dfffff,
888c101539fffff,
888c101545fffff,
888c101551fffff,
888c101583fffff,
888c10158bfffff,
888c101597fffff,
888c1015a3fffff,
888c1015e9fffff,
888c101727fffff,
888c101761fffff,
888c10176dfffff,
888c101809fffff,
888c101811fffff,
888c10181dfffff,
888c101829fffff,
888c101835fffff,
888c101867fffff,
888c101887fffff,
888c101893fffff,
888c1018cdfffff,
888c1018d9fffff,
888c1018e5fffff,
888c10192bfffff,
888c101937fffff,
888c101943fffff,
888c101989fffff,
888c101995fffff,
888c1019a1fffff,
888c1019adfffff,
888c1019d3fffff,
888c1019e7fffff,
888c101a0bfffff,
888c101a31fffff,
888c101a39fffff,
888c101a45fffff,
888c101a69fffff,
888c101a97fffff,
888c101aa3fffff,
888c101abbfffff,
888c101ac7fffff,
888c101aedfffff,
888c101b01fffff,
888c101b0dfffff,
888c101b19fffff,
888c101b25fffff,
888c101b4bfffff,
888c101b53fffff,
888c101b6bfffff,
888c10200dfffff,
888c102019fffff,
888c102025fffff,
888c102031fffff,
888c102057fffff,
888c10206bfffff,
888c1020e1fffff,
888c1020edfffff,
888c102113fffff,
888c10211bfffff,
888c102127fffff,
888c102133fffff,
888c10214bfffff,
888c102185fffff,
888c10219dfffff,
888c1021d7fffff,
888c1021e3fffff,
888c102235fffff,
888c102241fffff,
888c10224dfffff,
888c102259fffff,
888c1022abfffff,
888c1022ddfffff,
888c102309fffff,
888c102315fffff,
888c10233bfffff,
888c10235bfffff,
888c102367fffff,
888c102809fffff,
888c102815fffff,
888c102821fffff,
888c102853fffff,
888c10285bfffff,
888c102867fffff,
888c1028b9fffff,
888c1028c5fffff,
888c1028d1fffff,
888c1028ddfffff,
888c102903fffff,
888c102917fffff,
888c102923fffff,
888c10293bfffff,
888c102961fffff,
888c102981fffff,
888c10298dfffff,
888c102999fffff,
888c1029d3fffff,
888c1029ebfffff,
888c102a1dfffff,
888c102a25fffff,
888c102a31fffff,
888c102a3dfffff,
888c102a49fffff,
888c102a55fffff,
888c102a83fffff,
888c102a9bfffff,
888c102aa7fffff,
888c102ab3fffff,
888c102ad9fffff,
888c102ae1fffff,
888c102aedfffff,
888c102b05fffff,
888c102b37fffff,
888c102b4bfffff,
888c102b57fffff,
888c102b63fffff,
888c102f03fffff,
888c102f3dfffff,
888c102f49fffff,
888c102f55fffff,
888c102f61fffff,
888c103005fffff,
888c103011fffff,
888c10301dfffff,
888c103063fffff,
888c1030a1fffff,
888c1030a9fffff,
888c1030b5fffff,
888c1030c1fffff,
888c1030cdfffff,
888c1030d9fffff,
888c103107fffff,
888c103113fffff,
888c10312bfffff,
888c103137fffff,
888c10315dfffff,
888c103165fffff,
888c103189fffff,
888c1031bbfffff,
888c1031dbfffff,
888c1031e7fffff,
888c1032a3fffff,
888c103301fffff,
888c103327fffff,
888c10333bfffff,
888c103347fffff,
888c103353fffff,
888c103505fffff,
888c103529fffff,
888c103563fffff,
888c103725fffff,
888c10372dfffff,
888c103801fffff,
888c10380dfffff,
888c103847fffff,
888c103853fffff,
888c10386bfffff,
888c1038a5fffff,
888c1038b1fffff,
888c1038bdfffff,
888c1038c9fffff,
888c103903fffff,
888c10391bfffff,
888c103927fffff,
888c10394dfffff,
888c103961fffff,
888c10396dfffff,
888c103985fffff,
888c1039abfffff,
888c1039b3fffff,
