stop_id,stop_name,stop_lat,stop_lon,mode,modes_available,fare_tier,route_ids,n_routes,avg_headway_min,transit_mode_diversity,schedule_available,source_feed
transjakarta_R22 Kelurahan Benhil,Kelurahan Benhil,-6.20148611068726,106.808250427246,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_1019065029,KPP Pratama Tanah Abang Satu,-6.20214748382568,106.806930541992,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_566144240,PAM Jaya DKI,-6.20341777801514,106.80802154541,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_1630497784,Jalan PAM Baru,-6.20475244522095,106.809478759766,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_999182385,Mess Polwan Esthi Bhakti Warapsari,-6.20667171478271,106.81014251709,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_1157925545,Jalan Danau Singkarak,-6.20775413513184,106.811149597168,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_868484456,Jalan Mutiara,-6.20952224731445,106.812370300293,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_933584877,RS Dr. Mintoharjo,-6.21072959899902,106.812461853027,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_1794948117,Jalan Bendungan Hilir IV,-6.21282911300659,106.812553405762,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_339641883,Pospol Bendungan Hilir,-6.2137770652771,106.813102722168,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_867609516,Jalan Bendungan Jatiluhur IV,-6.2150502204895,106.813652038574,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_865075202,Jalan Bendungan Hilir Gang V,-6.21442794799805,106.814735412598,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_1655578218,Jalan Bendungan Hilir Gang II,-6.21383380889893,106.813613891602,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_475736820,Polsek Tanah Abang,-6.20129776000977,106.809585571289,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
transjakarta_R4 Stasiun Karet Barat,Kecamatan Tanah Abang,-6.20019435882568,106.81502532959,BRT,"[""BRT""]",1,"[""10D"", ""10K"", ""11K"", ""11Q"", ""13"", ""13A"", ""13C"", ""13D"", ""13E"", ""1E"", ""1H"", ""1M"", ""1N"", ""1P"", ""1R"", ""3E"", ""3F"", ""4F"", ""5F"", ""5M"", ""6"", ""6A"", ""6B"", ""6P"", ""6R"", ""7B"", ""7D"", ""7P"", ""8E"", ""8K"", ""9D"", ""9H"", ""JAK-1"", ""JAK-10"", ""JAK-11"", ""JAK-12"", ""JAK-14"", ""JAK-24"", ""JAK-34"", ""JAK-36"", ""JAK-37"", ""JAK-38"", ""JAK-39"", ""JAK-40"", ""JAK-44"", ""JAK-45"", ""JAK-47"", ""JAK-50"", ""JAK-51"", ""JAK-56"", ""JAK-58"", ""JAK-59"", ""JAK-60"", ""JAK-61"", ""JAK-64"", ""JAK-7"", ""JAK-72"", ""JAK-75"", ""JAK-77"", ""JAK-8"", ""JAK-88"", ""JAK.09"", ""JAK.10A"", ""JAK.10B"", ""JAK.112"", ""JAK.117"", ""JAK.13"", ""JAK.35"", ""JAK.41"", ""JAK.42"", ""JAK.43"", ""JAK.46"", ""JAK.49"", ""JAK.52"", ""JAK.53"", ""JAK.54"", ""JAK.71"", ""JAK.73"", ""JAK.74"", ""JAK.80"", ""JAK.84"", ""JAK.85"", ""OK-15"", ""OK-16"", ""OK-17"", ""OK-18"", ""OK-19"", ""OK-2"", ""OK-20"", ""OK-21"", ""OK-22"", ""OK-25"", ""OK-26"", ""OK-27"", ""OK-28"", ""OK-29"", ""OK-3"", ""OK-30"", ""OK-31"", ""OK-32"", ""OK-33"", ""OK-4"", ""OK-5"", ""OK-6"", ""S12"", ""S23"", ""S31"", ""TR1"", ""TR2""]",109,10.0,1,False,transjakarta
