kelurahan_id,poi_reach_cbd_weighted
IDN.7.1.4.1_1,
IDN.7.1.4.2_1,116.52941176470588
IDN.7.1.4.3_1,
IDN.7.1.4.4_1,
IDN.7.1.4.5_1,99.41176470588235
IDN.7.1.4.6_1,83.41176470588235
IDN.7.1.4.7_1,94.41176470588235
IDN.7.1.5.1_1,
IDN.7.1.5.2_1,
IDN.7.1.5.3_1,
IDN.7.1.5.4_1,
IDN.7.1.5.5_1,
IDN.7.1.5.6_1,
IDN.7.1.6.1_1,79.82352941176471
IDN.7.1.6.2_1,77.05882352941177
IDN.7.1.6.3_1,84.28
IDN.7.1.6.4_1,84.88
IDN.7.1.6.5_1,89.16
IDN.7.1.6.6_1,79.92
IDN.7.1.7.1_1,113.83333333333333
IDN.7.1.7.2_1,103.16666666666667
IDN.7.1.7.3_1,102.15789473684211
IDN.7.1.7.4_1,109.66666666666667
IDN.7.1.7.5_1,98.78947368421052
IDN.7.1.7.6_1,86.0
IDN.7.1.7.7_1,100.16666666666667
IDN.7.1.7.8_1,110.66666666666667
IDN.7.1.8.10_1,104.0
IDN.7.1.8.11_1,105.16666666666667
IDN.7.1.8.1_1,
IDN.7.1.8.2_1,100.0
IDN.7.1.8.3_1,110.0
IDN.7.1.8.4_1,
IDN.7.1.8.5_1,112.0
IDN.7.1.8.6_1,111.0
IDN.7.1.8.7_1,118.0
IDN.7.1.8.8_1,107.0
IDN.7.1.8.9_1,97.0
IDN.7.2.1.1_1,106.0
IDN.7.2.1.2_1,101.0
IDN.7.2.1.3_1,110.11111111111111
IDN.7.2.2.1_1,77.82352941176471
IDN.7.2.2.2_1,106.23529411764706
IDN.7.2.2.3_1,76.18518518518519
IDN.7.2.2.4_1,88.0
IDN.7.2.2.5_1,77.15789473684211
IDN.7.2.2.6_1,90.05263157894737
IDN.7.2.3.1_1,100.6842105263158
IDN.7.2.3.2_1,103.51851851851852
IDN.7.2.3.3_1,96.57894736842105
